"gene_name","A31338","A31372","A31360","A31387","A30212","A33903","A31406","A31388","A31288","A31390","A30231","A31428","A31432","A31467","A31459"
"MAX",1.35301100545861,1.3823063704765,0.832668675002361,0.768296500846783,1.84653388837901,1.44161975116261,1.21226242155999,1.30314294841744,1.87015965966179,0.987460797582587,1.7745318868406,1.57776607115921,1.81906963479167,1.61487889370856,1.59611793763482
"MAZ",-1.18596257534786,-1.26163929995955,-0.54499900407098,-0.957457119466833,-0.373114300592158,-1.34960881928571,-0.729118240476919,-0.723226764378039,-0.616600207629272,-0.188826740186435,-0.890141366041779,-1.53711682166076,-1.10381343484302,-0.973346623811724,-0.471632829834537
"MECOM",1.57835842904612,1.18819456991393,1.21747288473593,0.708481403342308,0.294940274262084,0.337522786387517,0.58689199114243,1.08729150184625,0.665452609152931,1.41415468173637,0.736953676557709,0.896618355020492,0.276684602836862,1.91994649192844,0.660571486149807
"MECP2",1.65614261691274,1.62265929077001,1.32607827872396,1.21484192201669,1.82994941159545,1.41378088050143,1.19305542614954,1.25488162816866,0.732727043679907,0.884216426112338,1.68522197976995,1.38634834814849,2.1220961238561,1.76659323167889,0.310446148021555
"MED1",-0.473256655816229,-1.00636271829182,-0.135369140256841,0.179586498766029,-0.376251350155017,-1.28779005323581,-0.607527816202214,-0.624375509480616,-0.373991675122413,-0.879248875777899,-0.0788858203371478,-1.27126502273352,-1.34150130970356,-1.06991612892639,-0.480283290251835
"MEF2A",-0.0898406073804853,-1.31046516058449,-0.902957922596024,-0.459610929624563,0.160711185241141,-1.69949149655592,-0.275387510050554,-0.988548872346413,0.12268177587481,-0.744172905615599,0.201479257374147,-0.940712208965523,-1.1607194790133,-1.01588104188085,-0.245244055020491
"MEF2D",1.64621009779423,0.373732094392463,0.541988690475687,1.00083308133321,1.61410348793021,-0.0494529886526392,0.991599091489339,0.459407442560532,1.15366425594782,1.27491891577126,1.26364196523116,0.392756107381933,0.0885077871602581,0.643234377931357,1.18377747413544
"MITF",0.649299069355269,-0.0948508895761141,0.415275374700404,0.370758918478089,1.38353864080948,-0.281717702146584,0.40263642626465,0.0758166351617206,0.712025603815087,0.983309589033022,-0.318208723101809,-0.262470033321205,-0.397994725694388,-0.146449643498389,-0.0665831402047539
"MLXIPL",0.390188730160812,0.167371190783911,0.352045937763519,0.503422643993475,0.031152570672297,-0.121964546741842,0.42654886366,0.258481328828314,0.2829844633914,0.968679661055189,-0.0569832691830174,0.0860404187336213,-0.379537022450275,-0.14829263861411,-0.202423174909054
"MNT",1.12645778168505,1.45560748834727,1.36300157334248,0.257857291806822,0.933064815084251,1.04285210714472,0.684698055979714,1.0561210776152,0.297231016181733,1.17654619610536,0.951461790076376,1.34074541428134,1.22316451525462,1.63661437239572,1.19202158823483
"MSC",-1.07381348815093,-0.354130232435064,-0.885295168533722,-0.570412790611382,-0.712866302104867,-0.335713674896344,-0.401811952387233,-0.573789145772173,-0.0745447128243808,-0.700927358436266,-1.36208661877963,-0.312326104437958,-0.363503549205104,0.0662169461352217,-0.737223195130059
"MSX1",0.611223872866548,0.276310273970104,0.299293626959946,0.997660312936658,0.703192546673431,0.485818418058251,0.347999153950975,0.350450141865149,0.565743465155392,0.604888366377601,0.341703713894629,0.403145986172197,0.140775064842796,1.14210871548008,0.555561967856171
"MSX2",0.373129079485187,0.0932744731426139,0.0317210315313913,0.353957992168194,-0.340201630329513,-0.177919514854974,-0.231156425529085,-0.335612186330415,-0.0276366191654101,0.170759811350587,-0.47779804373363,0.00526512185343397,-0.272649515695835,0.134379420507843,-0.65931712994053
"MTA1",1.25338507599835,1.51232012832146,1.50826663765474,1.17850470939779,1.79480796760659,1.87656059903957,1.86398202894392,1.41754717590318,1.81045849903972,1.38351458808076,1.03445411349332,1.30784442278043,1.30999290322907,1.63618733159878,0.835594520635612
"MTF1",0.987777226349585,0.65951770714242,0.759030921733708,1.51389183427659,1.56068826906236,0.340242889894138,1.33748844073411,1.02306125807581,1.31176018434694,1.1756977436507,0.243234222880614,0.73407951352589,0.347950329455632,0.684123257484397,1.04171065805629
"MXD1",-0.685988359777917,-0.364193556797492,-0.232108289698683,-0.285805163041228,-0.0414651929665683,-0.258534821288905,-0.417531281630435,-0.177849277331446,-0.382103230848265,0.720096145023885,0.201247192745168,0.106837028422793,-0.24797509189111,-0.218774946543571,-0.308464885087686
"MYBL1",0.366718824147526,2.02453304717025,1.60913357704548,0.31869652055599,0.0388925512399133,1.22582654428814,0.282623898735741,1.03948857661469,0.55371852677975,1.58073464294655,1.07360840789624,0.878024453484972,1.43126463792558,1.97045224121159,0.48898835038363
"MYBL2",1.1959573338457,0.792747932663099,0.745387327509415,0.655045208894581,1.69809352819,0.225126335245028,1.62330132584178,1.89711434841904,1.83014202384167,1.63375225140276,0.815998077410191,1.20573409764052,1.56182325256673,0.765228647597424,1.69773873807351
"MYCN",0.874419362045082,1.47377408595226,1.31838175768554,0.67166911836273,1.17993540168605,1.06865722193865,0.981444883684325,1.18702332533445,1.13339869250232,1.06580873563431,1.04621239951709,1.1926004439702,1.47197621992169,1.12132939106166,1.051651032636
"MYF5",-1.77418472309921,-2.09369815761801,-1.65864194690007,-1.56314188788714,-1.17877181765741,-1.84357363804427,-1.59637586384203,-1.54524428177278,-1.61711558588861,-1.54210893398518,-1.90769079336209,-1.7440652537408,-1.83720436675404,-1.65436599906017,-1.1551478135317
